Id,Price
5517,151852.64155037722
927,180686.29547966228
13675,206381.62643478543
1499,230957.04473780686
15536,333055.65366950573
8602,337938.00780078373
12137,490454.61177298013
9865,263163.00330440584
16353,284413.41016789014
15908,222843.47591615972
3944,186519.28575155095
10359,208077.96390872178
15158,218423.12152299966
3259,271740.2512274465
7220,331313.24421147985
13843,214704.81686823524
16736,180172.79227278486
702,257142.21479319988
16401,120299.48109634532
12134,176507.02076730435
6918,219415.79272669723
11792,131731.9477017394
3798,144904.83713520152
10395,128142.8423637584
11099,130163.28086438883
7090,197314.68091390972
11260,189377.0351131069
9647,214003.68935901517
2903,431394.53178669105
2071,181455.67910080522
8604,185204.0599061212
9346,197126.64075426062
3945,202110.34727924835
3420,140119.93091576116
10842,127325.44185720877
725,157701.7076879913
13931,193693.94591934828
16330,255846.37057491267
9066,405995.8844654668
3326,311673.5369574959
1556,297428.51261610276
6579,103522.52648819055
13877,142050.26245156993
9857,323349.75217398215
7302,251936.86517731854
5684,211273.39712160212
6513,223426.30872284767
11342,111555.83286930362
16561,245682.09662989562
6885,171999.5327284617
9308,182688.2681445159
2559,165572.62748745363
6648,187142.3768916888
15260,174811.72700302402
5113,190665.71438296986
16492,185574.3828287361
12034,272282.6967764828
7248,205210.5232454105
2171,212545.97334614888
10594,166870.83377736446
13241,201938.28239057818
7032,142681.72386467888
4884,165620.93168975343
903,234860.75267384204
162,162023.2109097747
6566,251201.0064752635
8249,132737.30118989042
13106,187418.2736821982
256,124024.45468173995
7976,167888.44478501656
8575,164865.47910010617
7591,282710.3100414418
3204,228476.35467785562
15804,186799.11243537645
1525,296980.74742625764
9038,200256.26024688693
13628,189039.69024416222
10016,206576.6101670735
10208,228477.64730743956
2008,197535.9780901073
13029,198858.72197546542
5099,127917.22390169222
9923,277593.87094198616
9461,127963.6921998758
11086,175541.12441023218
15057,299236.2160813943
10689,169770.82724842615
2053,222802.6907372934
16630,184326.01210991535
4985,169030.507451678
13881,234036.06503054948
13225,179570.2475826393
5779,65917.45777964166
10262,181522.80584522025
10762,201594.17826823777
9513,216242.93590026282
11128,159637.32737918533
2074,302713.8551186202
933,191736.54790928462
2780,189910.0968696349
6594,106496.89215338205
15394,279292.0287206737
14863,137032.25057989729
6698,212649.1200041819
1611,286930.0456921598
174,192187.9232794237
5160,203929.0994675877
3295,316776.9310277209
4559,400010.88572873146
8254,171796.6483114378
10228,99450.75761945809
13924,136912.01739829726
15341,236947.630485055
4353,177069.72727632764
4334,73075.46611685771
1872,137689.45868311686
7823,177792.3606701394
310,151786.426956119
3704,249803.38385846303
11615,329813.7031248185
6605,203460.80064574874
3381,192360.10172293682
2143,144267.2907460644
3191,244434.3008216153
13980,128283.86221461368
15613,171607.44852558695
10943,277695.10197985097
9654,130321.38851033227
16053,462732.41091916297
14931,228632.12518021808
8299,221210.9961704824
2147,162559.05368430977
11567,383461.6917232105
5905,139885.24480561033
11160,106706.70962833884
8275,150571.7949768549
16398,287400.2345406498
11229,189024.25609079187
10309,159054.46150961122
7340,264511.38150276616
7653,171112.5842107275
272,197715.4413929906
9831,219790.88589426238
5016,129874.52355061243
5968,68131.93409338318
796,230172.30192141663
12123,127180.24975560681
16629,182378.7118043728
2637,167811.51661788672
6194,206178.2701471483
6216,339665.842990306
14346,173835.66912709232
6428,133549.52912937145
2891,246565.29993500732
84,176026.6025053554
9260,216382.1285947684
15250,132452.00623847666
2348,187221.71525483803
10427,288625.3461479788
13230,264289.97703278327
1691,218419.46458989521
8803,124592.74622596156
5464,234259.77121761313
10559,116662.71592496725
16787,313760.71334063885
4278,150460.97528348892
6183,164691.090248181
12775,159703.26777872726
10104,169966.39615271916
13663,187349.29726854284
9404,267718.20156106696
14724,227964.47590880594
10040,195776.8796524325
4646,195538.9183088809
4754,153179.36684361025
3310,224895.73853465883
2003,194214.07746436182
7312,192262.53849389535
10921,240483.88499436577
13419,297185.81536903774
10105,159701.97205094565
2196,420237.61643009726
12659,226943.65616172523
4380,230749.77727523074
10847,156046.3631150895
10805,286943.563189474
8709,96369.73148084103
8319,182342.25224366123
2215,182348.43790935638
7000,205111.82321964335
7701,105832.15716360585
9678,185479.51543746685
14026,217807.14167658734
7971,172824.44756816034
13734,146178.62387147834
16483,201140.34135354857
6150,212846.75656085584
2931,298147.54745739704
5418,179638.88484254814
1662,499841.1140351647
2441,213218.2047845331
669,132284.7352557897
7734,186816.0733650912
6010,279699.5699567118
266,140971.37510431875
632,139951.14856755314
16221,101121.02570758486
11832,178585.3973703002
5035,115149.12663982355
37,120823.50355990964
6168,181749.79519842486
11757,177983.9262977415
8086,124468.68237108516
6529,238964.86477083966
15121,198340.42997580845
13904,148942.71176334858
3711,181718.23036761602
16563,139812.61180768444
14494,167504.72110529276
3006,227922.63627712167
15299,121853.14780758572
92,280235.45734428015
8066,193676.33803273004
16071,208092.35105015957
10662,128566.72722851533
3883,229684.4032100565
5511,122038.2080065061
2821,268179.09562152094
9570,177863.40415984578
4326,265017.43315621756
9251,221746.98190694972
9031,207727.17521065782
12689,155733.77850115646
16380,221268.9346977056
1053,267455.05432702554
4568,176955.95184624905
16140,112932.82458128297
14356,385718.33407296357
8466,181000.27292552174
15652,144385.0534559804
3285,126853.42775867788
3198,160654.6412908856
14088,404876.18907649035
2268,129754.83830370041
15472,209982.20091486798
1203,199672.91854499644
7157,368522.47043177846
6886,221035.88151607526
5083,257133.32521692608
7467,116848.56624805347
14068,222068.89474678665
2080,174451.4304858592
10865,161250.51013383482
13516,181822.7014201077
14150,213337.20274808077
7609,123179.3821725131
2144,362029.54231813987
10357,196760.98237565125
2396,224680.67096896586
1526,367504.79372029897
10890,265994.81523257314
8638,453323.48472815735
6050,257007.74202895918
7639,101194.05378841987
10544,194301.33821718718
9577,239487.19978305345
13195,216438.15750734802
3484,227025.7649119537
16668,438909.5456546398
7171,186748.32855530694
8547,223212.50299737914
12735,215383.08553049612
9093,194460.35001329554
15323,255433.82271889562
14897,140593.79130457836
5135,163401.55292176382
5327,212953.85822237874
13133,254475.81875916955
1676,297987.3324339739
16296,271838.6942400906
1095,145763.6548250008
12528,159219.64222305742
7348,285677.76268064056
11663,167815.28292106758
1803,198893.85276222703
1510,225398.51258871725
16045,207133.8176448112
2900,150050.7778289409
3236,169661.964131468
1318,276838.1522281834
14948,215837.03100050858
7840,285896.75728485815
15325,180186.41583567177
8700,159407.70063150217
15706,199750.63476787345
14449,164218.42846204047
16117,171110.95154373936
4529,192321.62197561187
11199,192102.16068888505
4052,313350.1730810844
821,211726.61761717475
68,269784.62449951586
554,108168.01863018784
452,184065.17131765233
11394,309964.51339516154
11393,171775.64452663597
9535,162829.84791792955
4024,189450.92381384142
10069,214504.42192241532
12007,164182.53485205694
12368,379610.4033518465
1259,333383.8825263644
1124,341063.14102784026
3707,196068.05390494116
8767,166073.60894892167
1919,169460.2988148873
16741,160334.17971388914
6664,286751.03208235267
5688,399596.31656682404
7799,145430.6677184049
14843,338773.5696186728
7532,168107.63967267025
8133,162300.54511114198
6264,331384.36823086225
4125,167488.05631167843
2410,170557.63698473613
13607,202942.08170797926
1716,287048.4458766381
1370,129327.97546625318
2273,413410.44624732184
15298,330430.7963167297
4284,250772.65804429064
12303,150005.60366945833
7808,127684.75892312953
2203,140786.61027188128
7237,124447.80955778123
15864,158307.46630796706
2844,145322.8501186433
5729,169259.3515393671
11812,369402.0509397767
1779,148224.09697632457
6442,135124.34502216303
6160,214914.64943453379
8266,212175.09727730462
9903,147620.12362334004
2867,138470.6681729472
6998,176569.63257796693
13932,172225.9904128562
12587,171998.34391012628
3611,238580.42474479723
2646,307449.865637138
1890,164031.61604582274
860,265450.44814818096
14187,183863.70674170015
12569,293548.41642687476
1276,85496.41420118269
12025,189099.74332479996
4890,296163.6672651064
14410,347172.54342333495
10352,338790.0353245313
11407,184012.27054888202
10384,170506.32550600523
7622,283055.07683694846
12578,163349.5311180618
15820,171180.1072089981
563,201699.5639062248
15226,165420.5648539979
6396,216052.0979901828
6247,146692.1181703166
3339,152835.57950763468
10975,332255.91810912424
7475,109862.059952659
11129,191029.45374987455
3051,247808.2129267376
10232,239461.6804133174
14106,187420.30328652522
5502,230725.1517752175
4558,68760.55854955634
4181,135100.7089230698
8426,129660.49632283716
6611,168068.79406919194
14641,138523.09181316933
15539,270152.72906019946
13119,130247.6436840517
11716,168309.67565871973
7316,268704.83922598464
7791,110859.99475562236
13034,347157.27767893975
1068,272840.8720102127
4060,164882.80431532612
10172,228129.22897360483
2591,187281.95802016833
12494,343964.62456587644
7828,309123.8578753735
15284,182812.07670264153
7947,173475.35218096446
16335,233344.07550842434
10234,339485.6853425091
2797,253271.6033101941
5341,234266.0693596851
3059,264764.23585621675
1559,72879.42984146936
15320,276739.66241402435
10284,360439.16628225846
4134,219719.83369893904
4481,205780.4259108416
7222,178234.09892618243
4062,243780.91397430276
2192,212343.6562917833
9637,176135.90734168194
16236,179158.53031412608
4272,156396.3572736657
9406,295548.01322156546
14309,241527.14172691669
1946,300001.0211602369
16235,241177.70471829938
7146,165882.61670073093
16784,216799.66749023303
349,325600.58213587693
6251,167832.95132264818
5128,338144.2683027542
11718,188213.22047288995
16721,80644.38526254611
12517,213633.83433850986
15961,184955.90370512003
9428,159541.2227330495
14541,154783.15337582445
10168,104457.69509358401
11270,163452.00942946319
13210,241262.30250668494
11518,165250.1106425731
12612,171495.94613784776
16352,132705.94628638303
9935,130377.20665002827
15521,305340.6071163528
11482,191451.83742940426
11443,173082.84113339486
9459,246483.15779760687
9218,180074.0942812228
854,144971.4956890421
5619,146445.45051790244
9208,179228.0180973712
4391,131747.08774044042
15207,161881.22057349098
7183,185332.20648485696
16442,220228.4069356434
7936,90856.36130812275
10606,353615.02736600686
4979,157297.31830212817
4854,285297.1894682531
16476,123610.26749687667
10516,153331.8062149053
16261,273027.670999645
90,419604.08592990827
5433,180893.6992658767
14338,137907.64802981712
13487,203421.11785593783
8211,504561.69941550633
170,153741.79244517593
14051,99569.55882492544
10686,199649.64301123776
7595,318522.4432349268
6777,393203.33997094305
14661,174679.854214596
13991,296524.401574112
16795,175542.23887595488
2740,121873.25175911484
7368,348009.00654785015
2413,245331.7184980235
1852,493242.6639649166
15200,406524.60340578173
8467,343747.76579965814
16379,273032.3065961099
3375,187890.13211723056
5945,431157.65343315544
2641,177418.54968030297
2837,321025.476415274
3498,212735.40464672874
10876,144641.38925687724
1285,224166.40072504221
9285,234779.69392287216
4015,316741.9245935615
2526,184829.0631376307
7814,189856.25348776055
7117,321958.5681983602
12359,121354.57695617863
3303,300321.4878484865
13874,168259.66142502613
5484,170880.57313258143
15067,152753.3418311328
12639,217469.00183094325
3388,244224.97249015988
4256,200988.59012594854
15738,203000.44109064937
14049,178211.0246218917
15780,184445.27135709886
9564,179769.2382110335
11910,210276.6038228091
11315,187970.66659207485
1733,164692.05648698207
3910,360514.8912288461
7552,470063.61562152545
254,201502.74209203164
5222,203611.97461442198
8314,236373.7927271272
16743,227617.02388444135
10335,114317.32769752164
8226,287964.0747592824
12254,193359.28517264393
13152,213570.20764705777
15020,208667.73376701487
16349,221672.65701257347
11924,148612.35916709958
12543,190511.58742910734
14114,235139.1550475537
12318,258509.2261784122
15383,172159.80541360454
6679,212587.60803142318
635,180351.15130214285
15993,288667.86034570594
11375,193520.11062853385
11216,179344.91340166298
15401,230418.2695691598
11301,151150.49343021266
13804,268396.3582886863
10839,208478.9052534945
1588,341738.5602055673
3596,190140.2913855954
5816,172925.51548211637
8099,147453.15493707068
6551,193128.071040695
14075,524114.87346712203
13431,210427.76771132855
9481,325593.0850892506
5295,149345.029656554
15859,355234.04714942613
10634,308703.19219315925
444,231920.19890791626
11686,278379.99582397396
1213,210807.90191662248
13970,160264.78230133146
6849,444009.3534914214
9911,268226.0074342312
5649,167173.33844301553
7184,284124.422105088
5877,268662.79664625676
1655,262574.49134633935
15301,199544.91068288032
12389,234889.62710765348
5241,278394.8442363074
7048,164955.7482492016
10574,129728.43395080997
8593,145512.4749464595
4752,184949.50404360727
14663,195077.2587286495
10994,199429.4231948973
87,79096.92539175086
5132,125288.1152725633
6372,381973.3048587295
7411,317801.6427366475
3319,256655.7803734313
9355,126325.48578673862
5139,245703.9242035751
56,313281.861705122
3249,172520.91343395362
5047,89549.27309072606
13238,351873.9851056276
2190,296631.63638037664
15599,176623.36870798844
6542,169960.3311707911
1968,192941.36033809837
5630,176465.32398906213
9157,209423.24362818018
789,179127.95172812798
1413,264552.55795493344
12514,254263.0540353327
13459,146364.04853784965
1345,247301.35678457594
4034,201577.06724401773
15169,143859.6536522312
6770,252150.41873218428
3334,171110.68530543498
12998,153209.84113681674
15870,235629.6727716222
1871,168355.51450889037
5770,173356.85120539568
13196,107238.11366774523
7633,191994.06302057195
10699,212818.45765335875
15470,198375.0164066863
1903,495313.30948149966
13860,220364.40836482905
7649,186129.5799454017
11043,219427.00934088105
2922,232158.04895935708
7538,372399.7151376413
9477,119546.33797356818
117,482634.9697772347
1457,245790.9678606728
7082,169886.18418375627
3053,269528.59563097416
12522,110166.89133541263
5744,392726.92614481115
13566,388779.68305932137
1464,132810.69749205658
3852,108822.75120577395
9557,219860.3216766877
14719,377245.84877326677
13978,118039.06870998746
3286,151199.91278218426
13019,354757.45368945744
1421,141080.0368807204
13502,184013.73368968384
14811,130074.54029770823
9297,291726.87507349707
7749,499703.3232873074
16555,143805.65634018622
14576,192403.83340545223
12766,160262.40944024659
4679,144004.15692861404
10033,208261.4829288441
11231,253929.9136447337
15112,157722.09387425974
10617,184237.34970506898
2175,172872.32719520482
16502,408304.78518922394
10106,191803.3718701622
12561,153223.3541730983
15907,311522.234809217
8069,118668.86339131331
8316,130857.54875244398
12343,246644.43799577176
12092,172230.20521933597
1527,177599.14913089565
10010,203073.49005133758
655,105968.51784503156
10549,142808.24054029761
3248,113696.465952912
13499,297973.2814857158
14959,207002.62472543376
6070,154799.6932864471
11360,260786.90028701042
12102,200326.17954909988
11870,280748.77845310187
3713,147224.27545590472
3230,145692.84669764407
7742,222966.91604782344
15092,347547.4742954417
8728,290081.3947839643
3386,139033.92139773048
9409,147879.91233657947
16545,259922.78909189042
3127,172020.35558213588
11344,167978.81232276448
2112,225179.68120901188
7310,205377.5717411831
6313,207692.27853666586
3681,395401.23088136764
5114,363829.66565275803
270,153310.13442455826
14350,180761.57368581384
12223,342747.2333980369
1066,188938.85563681123
16116,346407.4622333859
11410,512277.5051503507
4088,166905.38752627984
5956,168242.69352136503
14669,140446.37118278357
13871,138943.7510549499
4126,263770.71417102317
12114,217759.16713633365
16607,163214.52070077253
4266,217061.65071849123
13518,199416.01538267886
11856,280116.5569851504
3885,250226.0447499131
8891,164337.99111920586
4964,172129.2397933296
7696,161793.6160358689
6894,130100.61737209556
9766,171608.76862276366
4800,155100.80842086606
2840,187557.05072117568
4743,182692.42638319172
13562,504836.7052144472
8301,196782.3581498575
5405,174516.5508305742
1535,167001.5342631771
9073,127537.13618869301
1698,364204.5111421234
12262,235842.51638093844
6794,187452.22547732948
12701,178906.09639577114
8432,169569.56154814133
13540,133061.0632692525
8629,142164.6715031408
1440,181451.19085241336
8596,201555.10032625776
9575,276023.295021002
14976,99420.15960462655
3149,255316.6538845663
5157,166488.9345144578
10748,171670.3993144845
9719,462702.8888400719
6376,186225.21291464232
9733,178825.97719037902
4749,195718.55559237453
4994,387855.41856674064
538,213638.5505767145
5512,123841.5545965027
9778,153130.73238768955
9761,141606.3514802748
3174,400393.62156873336
13429,182038.70141291604
10467,70237.49788055447
14129,192191.89845682765
13608,189206.6293097956
11106,143777.22912320113
12048,169828.6136719314
1054,364831.2438230966
3582,230651.68510425955
1566,163480.9612842441
11529,136225.58774223994
11859,148363.73495119467
10582,147905.58966421091
14907,464446.95680930756
14039,167638.37953362477
10489,178714.3617162713
3331,329088.87339747284
10153,240169.1470596469
5271,170398.56021944544
11871,394442.1259704297
776,119000.9747599294
3994,123753.83628014974
9433,66968.83977745294
14275,144316.02736697768
8030,268794.9540966637
8169,281043.3365047738
8053,196647.16262864994
4822,229023.629004016
13197,225143.54460943796
13634,274750.35536278825
8951,179741.30894358526
12176,246539.8603580779
15471,138521.17205859759
14962,149681.88863155645
12512,125622.4017534133
8697,462175.1376271138
7095,227521.35564124037
13639,205787.3530767429
16660,167852.8484532208
5848,147773.9416489712
5386,207527.9128409623
10880,316161.34602935053
3954,178977.45242450896
13426,290442.2895769153
5966,229265.00341379968
16315,288973.60966170026
7455,193704.62132557374
11071,231273.86658239676
14740,212384.98797608019
16087,174235.5537509842
8931,235036.44286086757
15289,152536.91765913664
16089,265549.1464852234
12128,185208.1051417934
4724,218929.11925931124
8585,216917.50405950318
7188,225650.91594450088
5423,151064.73004654667
10488,188421.04342340634
5980,227070.55556450697
8376,234068.6815133188
12397,147814.70369470716
16496,176081.82456212625
4891,249836.13991233564
9710,137206.56505705873
6339,159257.11260448955
244,199256.42906666835
5002,235867.41490783892
5358,190399.32050278765
7636,150923.86636604744
9361,349643.42579177214
3601,108743.06507337838
15755,151566.08190878137
172,184151.5203619325
3037,349587.76071085583
577,312479.23709571117
3607,192495.83010347578
2515,112794.38328346823
10413,142567.72490106418
10511,229206.149510593
4637,522744.70354821795
12736,277034.8803475065
9534,241418.08585191832
11641,171635.77956156206
10419,261307.21031931616
15313,214113.07429964826
14915,191200.19040141135
12409,378196.42174036073
9405,135470.3613957489
14066,218334.59403851326
14108,197712.76580829485
11931,245754.79272471298
11464,381703.549048649
926,151222.6517501805
11190,219987.903799059
10260,180078.90662685045
12712,184779.06586211929
1234,216708.38292614408
11608,104018.39148148359
3776,248890.96212361503
4881,196925.87123755348
10266,180496.46393935703
3262,238459.78733640056
3576,369728.13215803565
16604,491639.8985201524
8041,229016.39913523107
10691,240485.0322853549
8357,193325.91214856636
11661,149954.779296154
4453,241914.5627847593
15936,218691.5085859797
8463,255415.8320436701
15770,224855.7353582692
466,172216.35998578265
14965,92054.87239080126
11227,178514.1281937487
9894,277691.36197164044
11746,203640.82820969462
4118,142457.5889835381
756,349506.6081797361
15589,191551.2002253774
109,345470.1547776639
5778,217728.5179344722
1731,92979.32514248206
3450,141058.0510249276
2961,200694.4187440852
222,178064.56710328328
11454,371966.0963437158
7339,186881.73947150022
12096,102940.818120542
14074,197576.4919093898
4058,291125.9197401844
6603,299428.49414692685
3289,114203.02756360563
16681,244633.24397450077
8200,326455.0728597563
3343,265777.24584508117
7802,188480.89551978925
2082,393730.3665090681
217,254465.20631615783
1720,177794.5329352919
7224,233180.5174981933
6176,128232.34093908213
12571,243892.31299832513
16666,327229.9225120028
8908,198301.73138981525
6914,172449.88276582412
5428,205606.16140919933
381,187810.77352117543
3991,185876.03170812066
16365,271725.790557988
1046,196233.07942461444
391,150945.48983048936
9212,317674.30340847996
3022,193889.12273599228
9961,108562.35012597643
6764,306489.17559783394
7720,173634.36330054593
4809,221675.13849087365
8877,307259.3350248937
7817,178751.43417049033
10614,105921.65931635413
5553,276732.797293925
16488,130300.75383257864
11002,159730.08879227148
13592,324035.4447359212
15050,233365.56218266467
13553,276590.818746827
9041,210846.94280951557
5461,430379.1504656572
16274,394847.23379858787
2138,114819.27178279246
6245,160422.62102626477
8245,186988.3872923181
6491,221091.5716188818
13218,199501.4792082782
13101,106460.16867548175
10462,144421.4416536489
4079,186736.64521775578
1506,464137.00432170305
14107,129799.14833375471
12215,290299.0782505238
11576,346724.63380383287
10567,229831.0035623064
12713,215909.61693900527
1468,472070.8269794592
2549,256949.21895438712
4172,260956.77599652208
12380,239864.03338239295
3513,112183.15155029981
8165,240561.8179469625
1127,216601.91467524928
14601,436319.10984215984
15526,278620.32823091623
986,330941.3508486908
14968,211725.58323209474
9348,224158.6764688397
6317,285262.16806609434
7497,89136.77276172096
5079,337824.4868844087
528,181176.9803703692
10964,149472.87485537305
5812,310115.25488479773
11022,204830.6535217841
16251,134542.09222982745
5863,115689.99309539083
8664,214704.32737886065
5396,192925.68065197192
6917,244973.1857095416
12776,123847.40034009497
473,259085.49443884662
13333,219944.8448585417
13023,179331.2590177638
7357,201637.1265735072
10955,445257.2229719678
11914,389677.073150856
12535,161163.4035489473
11205,194217.1499856115
13209,183612.493158507
16119,325353.4351027129
2174,251274.36162027268
4834,212290.98453646147
10151,187892.77187791863
5584,200668.91201621247
6672,212421.22085506248
12858,269997.50071667804
5106,164544.62451723745
8884,175040.91082693957
13766,155455.58599450035
12556,126035.17410844433
12910,229953.20036788867
6258,127268.79329613406
7100,226283.3515183676
1793,189708.91124416896
3335,187320.17116462337
12835,187553.0295107753
10591,166045.0841729855
15707,240822.18077845845
16389,163299.08371128177
7440,316616.35309146036
6293,176405.440077069
3937,191841.19891911017
16527,187206.594252014
5102,239338.0683399632
10734,337697.0952406141
7986,156186.4083665232
6495,101285.64936221133
9571,232478.1137070352
5131,202959.62139227177
10761,330893.9261071854
143,419136.97998629825
13829,169607.91942148758
13662,235513.01817741845
1771,140784.93028843106
5448,197439.22706088785
8594,162657.5418112637
12038,300071.86661673593
16471,181236.25926820925
16764,141882.97810062324
1282,172571.1485302007
15101,264285.12491025915
9473,135823.90766288928
2324,452331.6093998067
14448,224093.78735442736
6000,64164.63593451535
2077,146233.43519543248
12960,228087.21280715248
15837,203239.54662596018
8805,246590.4325983789
9987,233318.55238483145
1580,339222.1528814087
11089,125445.09842494324
10926,228892.09487131037
12773,430089.31927531894
6490,279328.6911617354
10858,128488.56090768125
2831,124063.94052802268
16326,155433.29669649145
371,196737.48387502992
8852,189032.21901004252
6713,269141.36219886574
4230,179680.33312308666
3639,219222.6368554021
3642,190293.21544078251
5149,191916.86460654956
2861,199642.71166590657
13300,93802.80811106233
2807,345051.82754577964
5919,102118.33244571417
12716,533801.7288769253
4271,257783.51989761516
16055,251810.90342537715
3747,229459.40281338338
5857,309370.66293923545
6884,336462.16154231294
16027,314682.24927744747
3512,310949.2003195543
5181,181509.47577885792
16732,258700.79195180975
1908,179406.28689112252
12082,174015.63821492664
7286,139074.23537424198
8216,135601.52531212097
6929,333655.62862651795
3950,361079.24629302707
12479,178637.4423629773
877,128936.49976712174
1366,186293.739406557
384,137079.85475811808
5767,222412.14929674455
6910,148964.31205976347
187,213316.6702384277
10164,253840.57396678126
8603,236167.8029078692
15834,186564.92076601862
3078,127933.44185238122
3479,266392.0632319626
6671,228671.97557137432
6078,171464.61168520735
16271,141049.4848196565
16191,167773.48894768112
11544,178123.14430666255
7781,171679.43519711532
14918,295159.38990238763
6238,186453.32934590545
12989,196699.7156818129
11907,196763.39922064063
9696,153086.30411160053
14084,367108.6256149781
3895,152213.69011707493
4367,175648.00660666847
8453,70586.97426591007
7638,329243.21665766323
8373,242222.2994469322
4674,184744.92092142746
15787,133320.5298466601
5903,274783.97795531596
13679,184290.52751995117
9018,406318.6841177783
15823,262881.6073837748
13289,146828.40399415436
9896,195336.33390145525
14436,191610.94720865172
5547,206596.203796084
4048,366120.2582954045
16579,209194.35971138199
8550,205940.62080932996
9385,316358.6176371567
5242,151414.3542525052
31,231603.09299224694
6144,275881.739955394
3990,191638.3769507418
2523,82049.9498317423
12608,220758.25648638234
7234,179774.76830642065
15264,217820.4139169443
9623,197944.26783544297
3161,331862.0603733127
7425,111362.61485050395
13021,290110.52170744166
4044,151102.98868934944
15411,230658.23086309797
979,321798.322890781
5514,232582.2196915029
4817,162545.44250168581
2115,169932.34539604824
10571,261826.13963645376
8992,228400.49867590825
15546,181047.12506937844
11359,124039.44327183808
11972,182516.66325732524
12838,169768.82285738856
5948,128611.25436529904
422,312387.51235203893
4855,155946.9337507811
16197,114964.36174191903
8926,446005.4599866139
5703,190744.676652235
8848,207217.22889877047
7039,325488.222473869
3806,159676.75607774
15154,235104.0787924346
13132,188883.37965156176
7438,200428.2372505871
4398,213131.26419055878
2440,190632.96985551904
3751,139892.05862151823
1476,184819.29996301772
2264,320051.22306524834
16444,150566.42616284106
10704,159143.27248620533
4033,142491.4899098031
4508,118394.85715945957
16290,237699.92132913167
10387,205649.40655786655
5457,151000.08867689155
4910,280201.37315722124
7451,195472.52756710435
10732,179359.06511029214
8015,136359.3267493151
6148,189042.9418817334
5892,239251.0500942528
7825,225943.11925912742
6851,215852.83916550438
6633,201837.23146938393
2139,272173.59173448593
10213,313972.2831293444
2830,225161.41390218545
13907,143671.64197272708
15897,347447.7289808141
8311,182759.22507327536
14230,195763.09073668803
3878,172987.17691953707
13732,169620.12400784204
12110,175771.10805637157
10675,385855.6624633889
12946,122405.19325125184
16754,219665.1090826385
4394,270032.97937951813
16728,170354.42511917566
14378,328108.53188221995
9949,174444.98284905418
994,174459.20139617848
13258,155746.87738286518
5883,360645.42955774406
6933,307660.7955112409
13193,208504.5211894007
13286,164031.06945292244
13407,396802.22252113797
7512,119690.31858500915
7221,192028.1911839033
14428,136806.51683097242
1740,185480.00483233854
3,134328.28983827156
12952,220188.44219657363
11537,134267.74930416403
2558,139110.61513894264
14081,276200.04050668684
3517,241847.9534208871
7149,238506.8873617529
15777,118951.66251191727
8995,241106.9305217869
826,363876.5542975395
509,281879.81311714655
14875,290038.86313950765
6591,162655.46743584675
11283,110194.70454963653
9897,250938.79980874725
14902,183804.18619438406
14291,174120.91331895973
3162,247839.91316505143
4206,188248.94265215186
11580,221408.59273928255
2007,211244.84081156552
14939,367271.06533929246
13572,169877.54616014884
10720,164013.31898845654
